loan_id,customer_id,has_late_payment,principal_amount,interest_rate,term_months,loan_type,loan_product,monthly_payment_est,annual_income,employment_status,industry_name,debt_to_income,payment_to_income,borrower_age_years,client_tenure_years,accounts_count,cards_count,disbursement_date,payments_total
2326,7923,0,532380.39,23.7023,12,PERSONAL,Personal Loan,54880.57,1844747.04,Employed,Healthcare,0.2886,0.3570,55.3,0.01,1,1,2025-10-06,2
2327,7930,0,360891.45,18.1516,48,PERSONAL,Personal Loan,12977.54,1428596.52,Employed,Hospitality,0.2526,0.1090,44.7,0.34,2,1,2025-05-16,7
2328,7936,0,6771423.12,13.2274,120,MORTGAGE,Mortgage,131068.79,4990128.72,Employed,Energy,1.3570,0.3152,37.1,0.13,1,1,2025-08-13,4
2329,7937,0,2385893.94,12.3764,180,MORTGAGE,Mortgage,37862.28,1755442.68,Employed,Manufacturing,1.3591,0.2588,46.5,0.05,1,1,2025-05-20,7
2330,7943,0,927770.60,22.0444,12,PERSONAL,Personal Loan,94357.67,1759719.96,Employed,Tech,0.5272,0.6435,51.7,0.02,1,1,2025-11-27,1
2331,7949,0,199418.42,21.5098,12,PERSONAL,Personal Loan,20192.74,1305123.60,Employed,Healthcare,0.1528,0.1857,25.8,0.03,1,1,2025-07-22,5
2334,7952,0,2572950.34,13.3350,240,MORTGAGE,Mortgage,39312.54,1645729.32,Employed,Energy,1.5634,0.2867,40.2,0.11,2,1,2025-05-12,7
2335,7957,0,3963915.29,11.5077,180,MORTGAGE,Mortgage,60034.71,1819100.52,Employed,Construction,2.1791,0.3960,53.5,0.11,2,1,2025-05-08,7
2336,7964,0,9626253.45,14.0411,180,MORTGAGE,Mortgage,166115.18,2799421.80,Employed,Tech,3.4387,0.7121,46.8,0.10,1,1,2025-08-25,4
2337,7966,0,1421653.01,20.5282,24,PERSONAL,Personal Loan,83555.52,4347874.32,Employed,Transport,0.3270,0.2306,40.0,0.04,2,1,2025-07-17,5
2338,7967,0,1014732.97,19.6555,60,PERSONAL,Personal Loan,33533.12,1933836.96,Employed,Transport,0.5247,0.2081,44.7,0.02,1,1,2025-11-23,1
2339,7969,0,453459.11,18.9581,48,PERSONAL,Personal Loan,16611.00,2170886.88,Employed,Transport,0.2089,0.0918,54.4,0.03,1,1,2025-10-22,2
2340,7970,0,777633.41,17.0587,12,PERSONAL,Personal Loan,75857.30,1584903.36,Employed,Transport,0.4907,0.5743,45.9,0.09,1,1,2025-06-22,6
2342,7980,1,9899507.56,14.0815,120,MORTGAGE,Mortgage,198662.49,3591915.00,Self-employed,Healthcare,2.7561,0.6637,57.3,0.04,1,1,2025-03-07,9
2343,7981,0,766887.39,23.3666,60,PERSONAL,Personal Loan,27714.42,1392051.12,Employed,Retail,0.5509,0.2389,58.3,0.05,1,1,2025-07-08,5
2344,7989,0,6812197.02,12.1601,240,MORTGAGE,Mortgage,97414.99,637062.36,Employed,Energy,10.6931,1.8350,41.5,0.08,1,1,2025-08-29,4
2346,7995,0,906785.13,17.9735,48,PERSONAL,Personal Loan,32473.11,1396030.92,Employed,Education,0.6495,0.2791,31.5,0.30,2,1,2025-05-23,7
2348,8001,1,2366065.32,14.4426,300,MORTGAGE,Mortgage,36363.66,2129526.96,Employed,Public Sector,1.1111,0.2049,40.9,0.06,1,1,2025-03-31,9
2349,8002,0,2801330.13,10.3794,240,MORTGAGE,Mortgage,35902.31,4883628.60,Employed,Retail,0.5736,0.0882,36.6,0.09,2,1,2025-04-01,9
2350,8005,0,8795129.81,10.9000,300,MORTGAGE,Mortgage,109206.20,2788601.64,Employed,Transport,3.1540,0.4699,52.6,0.11,2,1,2025-05-04,7
2351,8006,0,998670.36,17.5719,48,PERSONAL,Personal Loan,35429.41,2066325.72,Employed,Professional Services,0.4833,0.2058,41.9,0.10,1,1,2025-07-05,5
2352,8007,0,725994.82,22.3968,36,PERSONAL,Personal Loan,33716.49,1277098.68,Employed,Public Sector,0.5685,0.3168,47.2,0.02,1,0,2025-07-18,5
2353,8009,0,117293.47,19.1719,12,PERSONAL,Personal Loan,11648.40,5283576.12,Employed,Manufacturing,0.0222,0.0265,54.4,0.02,1,1,2025-08-21,4
2354,8009,0,8288606.74,11.7716,180,MORTGAGE,Mortgage,127356.28,5283576.12,Employed,Manufacturing,1.5687,0.2893,54.4,0.03,1,1,2025-08-23,4
2356,8012,0,3824617.58,11.0134,180,MORTGAGE,Mortgage,56349.58,3098440.44,Self-employed,Professional Services,1.2344,0.2182,42.7,0.08,1,1,2025-03-20,9
2357,8013,0,1022642.96,17.7822,12,PERSONAL,Personal Loan,100374.28,535061.64,Employed,Construction,1.9113,2.2511,24.3,0.29,2,1,2025-06-13,6
2358,8020,0,9559901.87,12.9708,300,MORTGAGE,Mortgage,135199.32,1703498.28,Employed,Retail,5.6119,0.9524,37.1,0.12,1,1,2025-04-05,8
2361,8028,1,2052500.65,12.3370,300,MORTGAGE,Mortgage,27943.09,2929690.92,Self-employed,Education,0.7006,0.1145,34.0,0.08,1,1,2025-04-18,8
2362,8030,0,6270831.60,10.7954,240,MORTGAGE,Mortgage,82541.91,5898138.96,Employed,Manufacturing,1.0632,0.1679,42.3,0.07,1,1,2025-02-01,11
2363,8032,0,422211.02,22.2306,24,PERSONAL,Personal Loan,25413.80,1646210.40,Employed,Construction,0.2565,0.1853,32.5,0.37,1,1,2025-07-12,5
2364,8035,0,8911575.25,10.1431,240,MORTGAGE,Mortgage,112457.40,2399806.68,Employed,Public Sector,3.7135,0.5623,63.2,0.15,2,1,2025-08-28,4
2365,8036,0,8171368.41,11.8906,240,MORTGAGE,Mortgage,115016.10,3546222.00,Self-employed,Education,2.3042,0.3892,48.2,0.13,1,1,2025-10-17,2
2366,8039,1,492648.99,20.8890,36,PERSONAL,Personal Loan,22260.48,1548025.80,Employed,Healthcare,0.3182,0.1726,43.5,0.09,1,1,2025-02-13,10
2367,8044,0,499132.74,20.3161,60,PERSONAL,Personal Loan,16769.24,1730179.32,Employed,Tech,0.2885,0.1163,43.3,0.22,2,1,2025-05-27,7
2368,8046,0,2053319.28,14.7496,300,MORTGAGE,Mortgage,32082.43,1380585.24,Employed,Education,1.4873,0.2789,32.8,0.11,1,1,2025-10-19,2
2369,8054,0,396126.94,19.4869,24,PERSONAL,Personal Loan,22938.03,923084.40,Employed,Tech,0.4291,0.2982,49.6,0.14,1,1,2025-02-24,10
2371,8058,0,412178.87,23.5633,48,PERSONAL,Personal Loan,16680.64,2662979.88,Employed,Education,0.1548,0.0752,37.7,0.11,1,1,2025-05-27,7
2372,8060,0,1189495.91,16.2191,60,PERSONAL,Personal Loan,35902.06,1034915.28,Employed,Finance,1.1494,0.4163,46.5,0.01,1,1,2025-11-28,1
2376,8076,1,192247.94,16.0230,48,PERSONAL,Personal Loan,6572.16,2380511.40,Employed,Education,0.0808,0.0331,33.8,0.41,1,1,2025-07-04,5
2377,8077,0,7285806.76,13.8750,180,MORTGAGE,Mortgage,124718.84,1797698.04,Employed,Healthcare,4.0529,0.8325,49.2,0.04,1,1,2025-01-18,11
2378,8078,1,675707.68,16.9452,24,PERSONAL,Personal Loan,37696.15,2264083.68,Employed,Hospitality,0.2984,0.1998,45.6,0.08,2,1,2025-04-12,8
2379,8081,0,626699.27,17.3779,36,PERSONAL,Personal Loan,26483.91,1699250.40,Employed,Manufacturing,0.3688,0.1870,43.8,0.04,1,1,2025-07-02,5
2380,8095,0,8060362.92,12.1751,180,MORTGAGE,Mortgage,126559.56,833933.28,Employed,Retail,9.6655,1.8211,34.5,0.08,1,1,2025-07-21,5
2381,8097,0,203988.92,18.1941,24,PERSONAL,Personal Loan,11592.37,6030283.32,Employed,Finance,0.0338,0.0231,63.2,0.06,1,1,2025-03-11,9
2384,8102,1,1329039.83,24.3135,48,PERSONAL,Personal Loan,54616.34,4788399.48,Employed,Energy,0.2776,0.1369,33.9,0.11,1,1,2025-06-30,6
2385,8104,1,391486.01,22.0984,24,PERSONAL,Personal Loan,23521.26,925835.76,Employed,Construction,0.4228,0.3049,33.5,0.03,1,1,2025-05-03,7
2386,8109,0,9438494.05,12.8530,240,MORTGAGE,Mortgage,140421.20,3403789.44,Employed,Construction,2.7729,0.4951,42.2,0.09,1,1,2025-04-14,8
2388,8116,0,1137375.89,19.4272,12,PERSONAL,Personal Loan,113194.68,1567804.68,Employed,Healthcare,0.7255,0.8664,49.3,0.35,2,1,2025-06-16,6
2389,8120,0,4759375.73,11.1523,120,MORTGAGE,Mortgage,83893.12,1776874.80,Employed,Finance,2.6785,0.5666,37.9,0.07,1,1,2025-11-02,1
2390,8122,0,5065109.25,12.3533,180,MORTGAGE,Mortgage,80281.84,4565682.00,Self-employed,Healthcare,1.1094,0.2110,32.7,0.03,1,1,2025-05-14,7
2391,8123,0,965044.20,17.4602,60,PERSONAL,Personal Loan,30125.62,3229204.68,Self-employed,Hospitality,0.2988,0.1119,34.7,0.01,1,1,2025-11-08,1
2392,8126,1,621789.61,22.0106,24,PERSONAL,Personal Loan,37312.87,1888251.00,Employed,Manufacturing,0.3293,0.2371,50.1,0.11,1,1,2025-07-01,6
2394,8132,1,731569.63,21.8218,48,PERSONAL,Personal Loan,28544.51,1692718.68,Employed,Construction,0.4322,0.2024,44.6,0.40,1,1,2025-07-09,5
2395,8132,0,4984952.64,10.3033,180,MORTGAGE,Mortgage,70495.40,1692718.68,Employed,Construction,2.9449,0.4998,44.3,0.03,1,1,2025-02-24,9
2396,8136,0,203918.71,17.2067,36,PERSONAL,Personal Loan,8588.38,1419421.20,Employed,Construction,0.1437,0.0726,24.6,0.01,1,1,2025-10-26,2
2397,8137,0,1133657.50,19.4095,60,PERSONAL,Personal Loan,37230.73,2166416.76,Employed,Healthcare,0.5233,0.2062,50.8,0.04,1,1,2025-11-24,1
2398,8139,0,174086.66,18.4785,24,PERSONAL,Personal Loan,9934.33,1539248.64,Employed,Manufacturing,0.1131,0.0774,27.1,0.02,1,1,2025-07-13,5
2399,8145,0,1053618.33,18.0222,48,PERSONAL,Personal Loan,37774.15,1817746.20,Employed,Hospitality,0.5796,0.2494,56.4,0.01,2,1,2025-10-17,2
2400,8146,0,6932547.26,11.7290,300,MORTGAGE,Mortgage,90868.36,2180665.92,Self-employed,Education,3.1791,0.5000,52.5,0.07,1,1,2025-07-17,5
2401,8152,1,4293203.82,10.0538,180,MORTGAGE,Mortgage,59820.31,2324049.84,Employed,Finance,1.8473,0.3089,38.2,0.06,1,1,2025-07-28,5
2402,8154,0,2259262.51,13.3927,240,MORTGAGE,Mortgage,34628.28,1829490.36,Employed,Hospitality,1.2349,0.2271,46.7,0.12,1,1,2025-10-16,2
2403,8158,0,618529.66,20.8739,12,PERSONAL,Personal Loan,62303.41,2285763.12,Employed,Manufacturing,0.2706,0.3271,35.6,0.16,1,1,2025-06-12,6
2404,8161,0,7707355.32,14.0242,120,MORTGAGE,Mortgage,154302.54,1025475.24,Employed,Professional Services,7.5159,1.8056,29.8,0.05,1,1,2025-09-29,3
2405,8163,0,1410367.31,16.5059,12,PERSONAL,Personal Loan,136930.09,1930115.04,Employed,Public Sector,0.7307,0.8513,39.6,0.16,2,1,2025-06-28,6
2406,8171,0,9203917.05,11.3279,180,MORTGAGE,Mortgage,138017.08,3425360.64,Employed,Professional Services,2.6870,0.4835,32.5,0.08,1,1,2025-08-08,4
2407,8172,0,544469.88,24.6967,12,PERSONAL,Personal Loan,56578.00,1243181.40,Employed,Tech,0.4380,0.5461,23.2,0.07,2,1,2025-05-27,7
2408,8174,0,2671891.79,11.9354,180,MORTGAGE,Mortgage,41418.92,1937678.04,Employed,Transport,1.3789,0.2565,28.8,0.14,1,1,2025-11-09,1
2409,8175,0,860993.47,23.6317,48,PERSONAL,Personal Loan,34892.98,1049662.32,Self-employed,Manufacturing,0.8203,0.3989,64.4,0.05,1,1,2025-07-05,5
2410,8178,1,518565.48,19.2438,12,PERSONAL,Personal Loan,51529.77,3717963.00,Self-employed,Energy,0.1395,0.1663,42.7,0.16,2,1,2025-06-01,7
2412,8188,0,434679.98,22.8506,60,PERSONAL,Personal Loan,15521.91,5802429.36,Employed,Retail,0.0749,0.0321,45.6,0.41,3,1,2025-06-25,6
2413,8192,0,1190889.74,24.0883,48,PERSONAL,Personal Loan,48715.63,2775061.20,Employed,Tech,0.4291,0.2107,52.7,0.49,2,1,2025-07-10,5
2414,8193,0,1391592.03,24.0943,24,PERSONAL,Personal Loan,85924.20,4230005.64,Self-employed,Hospitality,0.3290,0.2438,42.4,0.08,1,0,2025-06-05,6
2415,8196,1,1005066.17,20.4706,60,PERSONAL,Personal Loan,33896.36,3074191.68,Employed,Healthcare,0.3269,0.1323,41.4,0.08,1,1,2025-06-27,6
2416,8196,0,6905767.64,10.6152,120,MORTGAGE,Mortgage,118636.48,3074191.68,Employed,Healthcare,2.2464,0.4631,41.4,0.10,1,1,2025-07-04,5
2418,8199,0,4757391.54,13.6852,300,MORTGAGE,Mortgage,70112.85,786394.92,Employed,Transport,6.0496,1.0699,23.9,0.06,1,1,2025-05-03,7
2419,8201,0,1194913.88,20.3437,24,PERSONAL,Personal Loan,70045.55,1741688.76,Employed,Healthcare,0.6861,0.4826,50.1,0.03,1,1,2025-11-05,1
2420,8202,0,615669.75,24.9955,12,PERSONAL,Personal Loan,64129.96,1272547.92,Employed,Healthcare,0.4838,0.6047,29.9,0.08,1,1,2025-07-01,6
2423,8212,1,8091314.60,12.5321,300,MORTGAGE,Mortgage,111472.02,1896481.68,Employed,Manufacturing,4.2665,0.7053,56.2,0.12,1,1,2025-06-07,6
2424,8213,1,7582028.25,10.8569,120,MORTGAGE,Mortgage,131781.34,0.00,Employed,Manufacturing,,,32.7,0.15,2,1,2025-04-20,8
2425,8215,0,394279.83,22.4614,48,PERSONAL,Personal Loan,15594.23,797502.48,Student,,0.4944,0.2346,17.7,0.02,1,1,2025-11-03,1
2426,8219,0,158179.04,20.2027,36,PERSONAL,Personal Loan,7056.90,5644846.92,Employed,Public Sector,0.0280,0.0150,36.4,0.04,2,1,2025-11-18,1
2428,8226,0,9312030.61,11.3775,180,MORTGAGE,Mortgage,140023.19,1467345.12,Employed,Hospitality,6.3462,1.1451,43.0,0.11,1,1,2025-08-26,4
2429,8227,0,1047882.74,21.9354,36,PERSONAL,Personal Loan,48262.63,1613103.72,Employed,Construction,0.6496,0.3590,48.1,0.02,1,1,2025-09-28,3
2430,8230,1,122105.79,20.1207,12,PERSONAL,Personal Loan,12222.86,979913.04,Student,,0.1246,0.1497,26.4,0.06,1,1,2025-04-29,7
2431,8234,1,1169472.74,17.8795,60,PERSONAL,Personal Loan,36915.87,1016009.28,Employed,Finance,1.1510,0.4360,39.7,0.03,1,1,2025-04-29,8
2432,8234,0,7168724.17,10.2603,300,MORTGAGE,Mortgage,85190.13,1016009.28,Employed,Finance,7.0558,1.0062,39.8,0.07,1,1,2025-05-14,7
2433,8244,1,493628.72,22.9804,12,PERSONAL,Personal Loan,50588.88,1756013.76,Employed,Retail,0.2811,0.3457,37.7,0.04,1,1,2025-06-13,6
2434,8244,0,3529429.23,14.6963,240,MORTGAGE,Mortgage,57930.58,1756013.76,Employed,Retail,2.0099,0.3959,37.8,0.10,1,1,2025-07-05,5
2435,8246,0,977836.30,16.8052,48,PERSONAL,Personal Loan,34065.54,2111859.12,Employed,Professional Services,0.4630,0.1936,23.9,0.15,1,1,2025-03-20,9
2436,8251,0,1103232.88,18.7118,60,PERSONAL,Personal Loan,35590.11,5124305.88,Employed,Professional Services,0.2153,0.0833,45.8,0.04,1,1,2025-08-23,4
2437,8253,1,222814.81,24.2466,12,PERSONAL,Personal Loan,23069.99,1301540.88,Employed,Healthcare,0.1712,0.2127,47.1,0.03,1,1,2025-07-20,5
2438,8253,0,7354498.20,13.3858,240,MORTGAGE,Mortgage,112681.94,1301540.88,Employed,Healthcare,5.6506,1.0389,47.2,0.08,1,1,2025-08-07,4
2439,8262,0,844401.42,21.2347,24,PERSONAL,Personal Loan,50125.57,1805090.28,Employed,Transport,0.4678,0.3332,35.7,0.13,1,1,2025-06-13,4
2440,8264,0,830903.57,16.1014,60,PERSONAL,Personal Loan,24997.32,1481853.36,Employed,Healthcare,0.5607,0.2024,47.5,0.15,1,1,2025-05-03,7
2441,8270,1,221333.50,21.2840,60,PERSONAL,Personal Loan,7614.61,1336619.28,Employed,Tech,0.1656,0.0684,27.6,0.03,1,1,2025-08-17,4
2442,8271,0,184247.81,24.5218,24,PERSONAL,Personal Loan,11442.07,1888261.80,Employed,Professional Services,0.0976,0.0727,40.9,0.00,1,1,2025-09-26,3
2443,8271,0,4560432.25,14.4485,300,MORTGAGE,Mortgage,70110.95,1888261.80,Employed,Professional Services,2.4151,0.4456,41.0,0.10,1,1,2025-10-31,2
2444,8275,0,629392.21,19.1190,60,PERSONAL,Personal Loan,20517.66,3690740.28,Employed,Hospitality,0.1705,0.0667,62.7,0.02,1,1,2025-10-23,2
2445,8275,0,5093606.51,11.9987,180,MORTGAGE,Mortgage,79228.36,3690740.28,Employed,Hospitality,1.3801,0.2576,62.7,0.11,1,1,2025-11-25,1
2446,8276,0,4724963.80,11.8254,180,MORTGAGE,Mortgage,72811.95,1922756.04,Employed,Tech,2.4574,0.4544,60.4,0.04,1,1,2025-02-01,11
2447,8285,0,446006.94,24.0057,12,PERSONAL,Personal Loan,46089.50,2962377.96,Employed,Energy,0.1506,0.1867,33.9,0.46,2,1,2025-07-11,5
2448,8285,0,5337799.66,10.8617,240,MORTGAGE,Mortgage,70555.48,2962377.96,Employed,Energy,1.8019,0.2858,33.6,0.11,1,1,2025-03-06,8
2449,8289,0,2796300.58,11.3517,300,MORTGAGE,Mortgage,35773.31,326121.60,Employed,Healthcare,8.5744,1.3163,39.3,0.06,1,1,2025-02-05,10
2451,8301,1,6799213.58,13.5575,120,MORTGAGE,Mortgage,133477.06,2391063.72,Employed,Education,2.8436,0.6699,54.7,0.08,1,1,2025-07-12,5
2452,8306,0,168757.73,20.0893,36,PERSONAL,Personal Loan,7512.90,2223071.40,Employed,Energy,0.0759,0.0406,28.6,0.00,1,1,2025-11-06,1
2454,8309,0,5406004.93,10.6778,120,MORTGAGE,Mortgage,93153.57,2820212.52,Employed,Manufacturing,1.9169,0.3964,42.5,0.07,2,0,2025-10-08,2
2456,8320,0,520378.89,20.5716,60,PERSONAL,Personal Loan,17593.84,1062470.16,Employed,Transport,0.4898,0.1987,48.3,0.02,1,1,2025-07-07,5
2458,8340,0,1115850.07,21.6275,60,PERSONAL,Personal Loan,38708.37,1189979.52,Employed,Transport,0.9377,0.3903,39.3,0.04,1,1,2025-07-05,5
2459,8350,0,2107314.38,13.8690,300,MORTGAGE,Mortgage,31379.67,2019159.12,Employed,Tech,1.0437,0.1865,40.8,0.08,1,1,2025-05-15,7
2460,8351,0,615686.44,18.9674,60,PERSONAL,Personal Loan,19993.08,1762280.04,Employed,Transport,0.3494,0.1361,43.5,0.02,1,1,2025-08-20,4
2461,8366,0,735884.56,24.2817,12,PERSONAL,Personal Loan,76214.15,2394212.16,Employed,Finance,0.3074,0.3820,49.3,0.30,1,1,2025-06-15,6
2462,8367,1,228350.06,20.7433,60,PERSONAL,Personal Loan,7753.11,1030515.60,Employed,Professional Services,0.2216,0.0903,36.9,0.06,1,1,2025-05-26,7
2463,8370,0,612000.38,20.7600,24,PERSONAL,Personal Loan,36087.62,1408843.68,Employed,Healthcare,0.4344,0.3074,57.1,0.02,1,1,2025-09-25,3
2465,8386,0,897723.19,16.1411,12,PERSONAL,Personal Loan,86885.47,2539681.80,Employed,Transport,0.3535,0.4105,50.7,0.02,1,1,2025-11-29,1
2466,8387,1,241057.74,22.5026,24,PERSONAL,Personal Loan,14564.43,628131.12,Retired,,0.3838,0.2782,71.9,0.02,1,1,2025-03-17,9
2467,8388,1,466402.07,17.0282,24,PERSONAL,Personal Loan,26051.74,2568108.36,Employed,Construction,0.1816,0.1217,42.6,0.02,1,1,2025-11-04,1
2468,8394,0,3492703.93,11.5045,300,MORTGAGE,Mortgage,45127.19,3351230.28,Employed,Hospitality,1.0422,0.1616,56.7,0.10,1,1,2025-08-09,4
2469,8402,1,1162453.64,17.6737,48,PERSONAL,Personal Loan,41338.50,2477016.84,Employed,Professional Services,0.4693,0.2003,52.6,0.12,2,1,2025-06-08,6
2470,8402,0,6585716.65,12.9783,120,MORTGAGE,Mortgage,126107.14,2477016.84,Employed,Professional Services,2.6587,0.6109,52.5,0.07,1,1,2025-05-20,7
2471,8404,0,4605647.50,14.5710,300,MORTGAGE,Mortgage,71276.23,1613784.84,Employed,Construction,2.8539,0.5300,42.2,0.11,2,1,2025-04-15,8
2472,8405,0,2966908.53,12.4329,180,MORTGAGE,Mortgage,47222.22,4542540.24,Employed,Tech,0.6531,0.1247,42.6,0.15,2,1,2025-10-18,2
2476,8418,1,335337.16,17.4575,36,PERSONAL,Personal Loan,14193.38,1713247.20,Employed,Energy,0.1957,0.0994,43.9,0.10,2,1,2025-03-24,9
2477,8420,0,8337140.84,11.7626,180,MORTGAGE,Mortgage,128039.49,2208944.28,Employed,Energy,3.7743,0.6956,58.6,0.05,1,1,2025-05-25,7
2478,8426,0,1251551.44,19.5763,12,PERSONAL,Personal Loan,124713.24,0.00,Self-employed,Manufacturing,,,48.0,0.01,1,1,2025-07-25,5
2479,8432,0,4623395.62,13.9826,180,MORTGAGE,Mortgage,79558.11,2387358.12,Self-employed,Professional Services,1.9366,0.3999,53.1,0.04,1,1,2025-05-10,7
2481,8440,0,501405.08,21.5771,48,PERSONAL,Personal Loan,19461.66,6389721.72,Employed,Healthcare,0.0785,0.0365,41.6,0.22,2,1,2025-07-14,5
2482,8450,0,1084915.77,22.0217,60,PERSONAL,Personal Loan,37991.67,2026488.60,Self-employed,Education,0.5354,0.2250,36.8,0.26,1,1,2025-05-27,7
2483,8452,0,9279950.77,10.6356,180,MORTGAGE,Mortgage,133803.49,2254481.40,Employed,Manufacturing,4.1162,0.7122,50.1,0.04,1,1,2025-11-09,1
2484,8454,0,806708.55,23.1355,24,PERSONAL,Personal Loan,49165.86,5078330.04,Employed,Hospitality,0.1589,0.1162,59.9,0.16,1,1,2025-04-06,8
2488,8462,0,3841929.14,14.0529,180,MORTGAGE,Mortgage,66335.92,5011690.08,Employed,Healthcare,0.7666,0.1588,40.6,0.10,1,1,2025-05-24,5
2489,8463,0,1497342.47,24.2888,48,PERSONAL,Personal Loan,61501.84,2317586.52,Self-employed,Finance,0.6461,0.3184,41.5,0.01,1,1,2025-11-20,1
2490,8464,0,815255.72,21.2807,12,PERSONAL,Personal Loan,82395.65,1987743.72,Employed,Finance,0.4101,0.4974,59.3,0.07,1,1,2025-07-04,5
2491,8466,0,610337.24,20.2754,60,PERSONAL,Personal Loan,20484.65,1769308.08,Employed,Public Sector,0.3450,0.1389,52.6,0.02,1,1,2025-08-06,4
2492,8466,0,8849978.09,12.7562,120,MORTGAGE,Mortgage,167826.56,1769308.08,Employed,Public Sector,5.0019,1.1383,52.7,0.11,1,1,2025-09-09,3
2493,8471,0,210518.24,17.4346,48,PERSONAL,Personal Loan,7444.38,1475906.88,Employed,Retail,0.1426,0.0605,27.5,0.02,1,1,2025-11-05,1
2494,8480,1,1150272.49,19.8369,24,PERSONAL,Personal Loan,66942.89,3630668.52,Self-employed,Manufacturing,0.3168,0.2213,53.0,0.04,1,1,2025-07-19,5
2495,8481,0,968605.85,19.6837,24,PERSONAL,Personal Loan,56246.70,3793312.20,Self-employed,Retail,0.2553,0.1779,38.3,0.04,1,1,2025-05-17,7
2496,8483,0,106214.67,17.8983,12,PERSONAL,Personal Loan,10435.44,470210.28,Retired,,0.2259,0.2663,55.4,0.07,1,1,2025-04-28,8
2497,8484,0,4699794.77,13.2052,180,MORTGAGE,Mortgage,77828.08,1338015.00,Employed,Healthcare,3.5125,0.6980,60.8,0.08,1,1,2025-02-17,10
2498,8485,1,954999.71,18.0568,36,PERSONAL,Personal Loan,40897.97,821126.88,Employed,Public Sector,1.1630,0.5977,48.4,0.04,1,1,2025-05-20,7
2501,8495,0,943803.82,24.9699,36,PERSONAL,Personal Loan,45855.68,1488235.32,Employed,Professional Services,0.6342,0.3697,42.5,0.03,1,1,2025-10-05,2
2502,8497,0,1398030.43,17.5244,60,PERSONAL,Personal Loan,43716.88,6585313.44,Self-employed,Transport,0.2123,0.0797,64.0,0.03,1,1,2025-09-17,3
2503,8506,0,318455.36,17.4923,12,PERSONAL,Personal Loan,31180.04,1712712.36,Employed,Healthcare,0.1859,0.2185,61.4,0.03,1,1,2025-11-05,1
2504,8507,0,334808.91,19.1921,24,PERSONAL,Personal Loan,19305.11,1549223.04,Employed,Construction,0.2161,0.1495,42.7,0.02,1,1,2025-07-15,5
2505,8507,0,3464670.11,12.1899,300,MORTGAGE,Mortgage,46743.89,1549223.04,Employed,Construction,2.2364,0.3621,42.7,0.05,1,1,2025-07-25,5
2506,8510,0,193061.58,24.2511,24,PERSONAL,Personal Loan,11945.86,1365160.56,Employed,Construction,0.1414,0.1050,25.3,0.01,1,1,2025-11-11,1
2507,8516,0,504663.28,22.2512,60,PERSONAL,Personal Loan,17768.86,3508555.80,Employed,Retail,0.1438,0.0608,58.8,0.44,2,1,2025-06-25,6
2509,8518,0,759039.23,17.3199,24,PERSONAL,Personal Loan,42582.04,1787367.24,Employed,Retail,0.4247,0.2859,39.2,0.20,1,1,2025-06-29,6
2510,8525,1,8702521.74,12.5001,120,MORTGAGE,Mortgage,163173.01,1922333.04,Employed,Public Sector,4.5271,1.0186,49.8,0.11,1,1,2025-08-25,4
2513,8531,0,1047523.23,18.8170,60,PERSONAL,Personal Loan,33884.76,1669825.80,Employed,Professional Services,0.6273,0.2435,52.6,0.06,1,1,2025-05-20,7
2514,8531,0,2916386.26,12.5472,120,MORTGAGE,Mortgage,54796.95,1669825.80,Employed,Professional Services,1.7465,0.3938,52.6,0.05,1,1,2025-05-17,7
2515,8535,0,6137044.99,11.9206,120,MORTGAGE,Mortgage,112106.42,3350161.44,Self-employed,Finance,1.8319,0.4016,48.0,0.08,2,1,2025-07-02,5
2516,8540,0,9231058.04,11.4647,300,MORTGAGE,Mortgage,118962.95,3693609.36,Employed,Energy,2.4992,0.3865,33.3,0.10,1,1,2025-03-08,8
2519,8548,0,6942209.80,10.6079,300,MORTGAGE,Mortgage,84509.26,2627826.72,Employed,Healthcare,2.6418,0.3859,48.3,0.06,1,1,2025-10-28,2
2521,8550,0,207989.10,16.5382,24,PERSONAL,Personal Loan,11532.68,3582151.92,Self-employed,Professional Services,0.0581,0.0386,53.6,0.22,1,1,2025-06-04,6
2522,8551,0,694763.33,24.7636,48,PERSONAL,Personal Loan,28811.60,2255733.72,Employed,Professional Services,0.3080,0.1533,47.1,0.02,1,1,2025-07-21,5
2523,8556,1,492888.99,18.6453,48,PERSONAL,Personal Loan,17926.91,1305558.60,Employed,Professional Services,0.3775,0.1648,47.5,0.25,1,1,2025-05-11,6
2524,8556,0,4269771.30,12.5190,120,MORTGAGE,Mortgage,80125.82,1305558.60,Employed,Professional Services,3.2705,0.7365,47.3,0.07,1,1,2025-03-04,9
2526,8559,0,1393244.91,17.7789,48,PERSONAL,Personal Loan,49667.90,2988045.36,Self-employed,Hospitality,0.4663,0.1995,45.1,0.09,1,1,2025-04-12,8
2527,8559,0,8663533.47,13.6842,180,MORTGAGE,Mortgage,146925.35,2988045.36,Self-employed,Hospitality,2.8994,0.5901,45.2,0.11,1,1,2025-04-18,8
2528,8561,0,157891.80,16.8313,24,PERSONAL,Personal Loan,8793.43,2121884.04,Employed,Finance,0.0744,0.0497,57.6,0.20,1,1,2025-03-22,9
2529,8561,1,8114381.99,13.8846,180,MORTGAGE,Mortgage,138967.36,2121884.04,Employed,Finance,3.8241,0.7859,57.5,0.10,1,1,2025-02-15,10
